Console,Critic Score,Developer,Title,Japan Sales,Last Update,NA Sales,Other Sales,PAL Sales,Publisher,Release Date,Total Sales,Total Shipped,User Score,VGChartz Score
PSN,N/A,Sony Computer Entertainment America,Music Quiz,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,FOG (Full On Games),Musou Tourou,N/A,N/A,N/A,N/A,N/A,Nippon Ichi Software,24th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,Tantalus Interactive,MX vs. ATV Reflex (PSP),N/A,N/A,N/A,N/A,N/A,THQ,02nd Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Rainbow Studios,MX vs. ATV Untamed,N/A,N/A,N/A,N/A,N/A,THQ,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Rainbow Studios,MX vs. ATV: Alive,N/A,N/A,N/A,N/A,N/A,THQ,25th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Hudson Soft,My Aquarium,N/A,N/A,N/A,N/A,N/A,Hudson Soft,14th Sep 10,N/A,N/A,N/A,N/A
PSN,N/A,Victor Interactive Software,My Home Dream,N/A,N/A,N/A,N/A,N/A,Victor Interactive,08th Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,CyberFront,My Merry May with be,N/A,N/A,N/A,N/A,N/A,CyberFront,09th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Hoplite Research,Myst,N/A,N/A,N/A,N/A,N/A,Midway Games,16th Jul 09,N/A,N/A,N/A,N/A
PSN,N/A,Stormregion,Mytran Wars,N/A,N/A,N/A,N/A,N/A,Koch Media,28th Jan 10,N/A,N/A,N/A,N/A
PSN,N/A,Gameloft,N.O.V.A.: Near Orbit Vanguard Alliance,N/A,N/A,N/A,N/A,N/A,Gameloft,21st Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,Gremlin Interactive,N2O: Nitrous Oxide,N/A,N/A,N/A,N/A,N/A,Zoo Digital Publishing,10th Jan 08,N/A,N/A,N/A,N/A
PSN,N/A,Namco Tales Studio,Namco Museum Battle Collection,N/A,N/A,N/A,N/A,N/A,Namco Bandai,12th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,Namco Bandai Games,Namco Museum Essentials,N/A,N/A,N/A,N/A,N/A,Namco Bandai,16th Jul 09,N/A,N/A,N/A,N/A
PSN,N/A,Takara Tomy,Nano Diver,N/A,N/A,N/A,N/A,N/A,Takara Tomy,01st Sep 11,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,Narisokonai Eiyuutan: Taiyou to Tsuki no Monogatari,N/A,N/A,N/A,N/A,N/A,Irem Software Engineering,09th Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,SCEA San Diego Studios,NBA 10 The Inside,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,05th Oct 09,N/A,N/A,N/A,N/A
PSN,5.5,Visual Concepts,NBA 2K10,N/A,N/A,N/A,N/A,N/A,2K Games,28th Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Visual Concepts,NBA 2K10: Draft Combine,N/A,N/A,N/A,N/A,N/A,2K Sports,03rd Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Visual Concepts,NBA 2K11 (PSP),N/A,N/A,N/A,N/A,N/A,2K Sports,12th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,EA Sports,NBA JAM: On Fire Edition,N/A,N/A,N/A,N/A,N/A,Electronic Arts,04th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,EA Canada,NBA Live 09,N/A,N/A,N/A,N/A,N/A,EA Sports,29th Sep 10,N/A,N/A,N/A,N/A
PSN,5.9,EA Canada,NBA Live 10,N/A,N/A,N/A,N/A,N/A,Electronic Arts,08th Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,A.C.R.O.N.Y.M. Games,NBA Unrivaled,N/A,N/A,N/A,N/A,N/A,Tecmo Koei,01st Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,EA Tiburon,NCAA Football 10,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,FeelPlus,Necromachina,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,EA Black Box,Need for Speed Carbon: Own the City,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Team Fusion,Need for Speed Underground Rivals,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,8.9,Criterion Games,Need for Speed: Hot Pursuit,N/A,N/A,N/A,N/A,N/A,Electronic Arts,06th Dec 11,N/A,N/A,N/A,N/A
PSN,7.4,EA Canada,Need for Speed: Most Wanted 5-1-0,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,EA Black Box,Need for Speed: ProStreet,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,EA Bright Light,Need for Speed: Shift,N/A,N/A,N/A,N/A,N/A,Electronic Arts,30th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Slightly Mad Studios,Need for Speed: Shift - Exotic Racing Series,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,8.4,Slightly Mad Studios,Need for Speed: Shift 2: Unleashed,N/A,N/A,N/A,N/A,N/A,Electronic Arts,04th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Piranha Games,Need for Speed: Undercover,N/A,N/A,N/A,N/A,N/A,Electronic Arts,29th Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,Human Entertainment,Neko Zamurai,N/A,N/A,N/A,N/A,N/A,Human Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,"Moss Co., Ltd.",NeoGeo Heroes: Ultimate Shooting,N/A,N/A,N/A,N/A,N/A,SNK Playmore,07th Dec 10,N/A,N/A,N/A,N/A
PSN,N/A,SCEA,Neopets: Petpet Adventures: The Wand of Wishing,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,30th Jan 08,N/A,N/A,N/A,N/A
PSN,N/A,"TechnoSoft Co., Ltd.",Neorude,N/A,N/A,N/A,N/A,N/A,TechnoSoft,10th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,"TechnoSoft Co., Ltd.",Neorude 2,N/A,N/A,N/A,N/A,N/A,TechnoSoft,28th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,"TechnoSoft Co., Ltd.",Neorude: Kizamareta Monshou,N/A,N/A,N/A,N/A,N/A,TechnoSoft,09th Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Hudson Soft,Neutopia,N/A,N/A,N/A,N/A,N/A,Hudson Soft,19th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Hudson Soft,Neutopia II,N/A,N/A,N/A,N/A,N/A,Hudson Soft,21st Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,KID Corporation,Never7 〜the end of infinity〜,N/A,N/A,N/A,N/A,N/A,CyberFront,10th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Now Production,New Adventure Island,N/A,N/A,N/A,N/A,N/A,Hudson Soft,07th Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,IllFonic,Nexuiz,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,EA Tiburon,NFL Head Coach 09,N/A,N/A,N/A,N/A,N/A,EA Sports,04th Sep 08,N/A,N/A,N/A,N/A
PSN,N/A,Cavia Inc.,NieR: The World of Recycled Vessel,N/A,N/A,N/A,N/A,N/A,Square Enix,12th May 10,N/A,N/A,N/A,N/A
PSN,N/A,Hamster Corporation,Nikoli no Sudoku +3 Dai-San-Shuu: Slither Link Masyu Yajilin,N/A,N/A,N/A,N/A,N/A,Hamster Corporation,10th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Hamster Corporation,Nikoli no Sudoku+2 Daiisshuu: Sudoku Nurikabe Heyawake,N/A,N/A,N/A,N/A,N/A,Hamster Corporation,25th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Open Emotion Studios,Ninjamurai,N/A,N/A,N/A,N/A,N/A,Unknown,05th Jul 11,N/A,N/A,N/A,N/A
PSN,N/A,Naxat Soft,Nippon Pro Mahjong Renmei Kounin: Doujou Yaburi,N/A,N/A,N/A,N/A,N/A,Naxat Soft,24th Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,CyberFront,Nizu no Senritsu Portable,N/A,N/A,N/A,N/A,N/A,CyberFront,15th Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,CyberFront,Nizu no Senritsu Portable 2: Hi no Kioku,N/A,N/A,N/A,N/A,N/A,CyberFront,15th Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,Alchemist,No Fate! Only the Power of Will,N/A,N/A,N/A,N/A,N/A,Alchemist,09th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Realtech VR,No Gravity: The Plague Of Mind,N/A,N/A,N/A,N/A,N/A,Anozor SARL,25th Feb 09,N/A,N/A,N/A,N/A
PSN,7,Acquire,No Heroes Allowed!,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,02nd Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Koei,Nobunaga no Yabou: Zenkokuban,N/A,N/A,N/A,N/A,N/A,KOEI,10th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Bandai Namco Games,Noby Noby Boy,N/A,N/A,N/A,N/A,N/A,Namco Bandai,19th Feb 09,N/A,N/A,N/A,7.7
PSN,N/A,ASCII Media Works,Nogizaka Haruka no Himitsu: Doujinshi Hajime Mashita,N/A,N/A,N/A,N/A,N/A,Kadokawa Shoten,28th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,Micro Cabin,NOON,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,13th Oct 10,N/A,N/A,N/A,N/A
PSN,N/A,Beatshapers,NormalTanks,N/A,N/A,N/A,N/A,N/A,Beatshapers,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,TikGames,Novastrike,N/A,N/A,N/A,N/A,N/A,TikGames,05th Jun 08,N/A,N/A,N/A,N/A
PSN,N/A,Electronic Arts,Nuclear Strike,N/A,N/A,N/A,N/A,N/A,Electronic Arts,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Kuju Entertainment,Nucleus,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,12th Jul 07,N/A,N/A,N/A,N/A
PSN,N/A,Cobra Mobile,Numba,N/A,N/A,N/A,N/A,N/A,Cobra Mobile,02nd Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,SCE Japan Studio,Numblast,N/A,17th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,05th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,SCE Japan Studio,Numblast (PSP),N/A,17th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,04th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Hydravision Entertainment,Obscure: The Aftermath,N/A,N/A,N/A,N/A,N/A,Playlogic International NV,01st Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Oddworld Inhabitants,Oddworld: Abe's Exoddus,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,22nd Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Oddworld Inhabitants,Oddworld: Abe's Exoddus,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,22nd Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Oddworld Inhabitants,Oddworld: Abe's Oddysee,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,22nd Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Just Add Water,Oddworld: Munch's Oddysee,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,9,Just Add Water,Oddworld: Stranger's Wrath HD,N/A,N/A,N/A,N/A,N/A,Oddworld Inhabitants,27th Dec 11,N/A,N/A,N/A,8.2
PSN,N/A,Just Add Water and Oddworld Inhabitants,Oddworld: Stranger’s Wrath,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Vanillaware,Odin Sphere,N/A,10th Jan 19,N/A,N/A,N/A,Atlus,04th Oct 11,N/A,N/A,N/A,N/A
PSN,5.5,HandCircus,Okabu,N/A,N/A,N/A,N/A,N/A,Unknown,18th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,Laughing Jackal,OMG-Z,N/A,N/A,N/A,N/A,N/A,Unknown,03rd Aug 11,N/A,N/A,N/A,N/A
PSN,N/A,Visual Concepts,One,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,18th Mar 10,N/A,N/A,N/A,N/A
PSN,7,Grip Games,One Epic Game,N/A,N/A,N/A,N/A,N/A,Unknown,02nd Aug 11,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,One Two Boat Racing,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,04th May 10,N/A,N/A,N/A,N/A
PSN,N/A,Magical Company,Ooedo Huusui Ingaritsu Hanabi 2,N/A,N/A,N/A,N/A,N/A,Mahou,23rd Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,SCEE London Studio,Operation Creature Feature,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,20th Nov 07,N/A,N/A,N/A,N/A
PSN,N/A,Codemasters,Operation Flashpoint: Red River - Valley of Death,N/A,N/A,N/A,N/A,N/A,Codemasters,28th Jun 11,N/A,N/A,N/A,N/A
PSN,N/A,Laughing Jackal,Orbit,N/A,N/A,N/A,N/A,N/A,Laughing Jackal,06th Dec 11,N/A,N/A,N/A,N/A
PSN,N/A,Robot Entertainment,Orcs Must Die!,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Arc System Works,Othello,N/A,N/A,N/A,N/A,N/A,Arc System Works,25th Mar 10,N/A,N/A,N/A,N/A
PSN,8.4,Housemarque,Outland,N/A,N/A,N/A,N/A,N/A,Ubisoft,14th Jun 11,N/A,N/A,N/A,N/A
PSN,8,Sumo Digital,OutRun Online Arcade,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Riverhillsoft,OverBlood,N/A,N/A,N/A,N/A,N/A,Unknown,23rd Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,SNK Playmore,Ozma Wars,N/A,N/A,N/A,N/A,N/A,SNK Playmore,19th Jul 11,N/A,N/A,N/A,N/A
PSN,5.5,Namco Bandai Games,Pac-Man Championship Edition,N/A,N/A,N/A,N/A,N/A,Namco Bandai,01st Feb 11,N/A,N/A,N/A,8.8
PSN,9,Namco Bandai Games,Pac-Man Championship Edition DX,N/A,N/A,N/A,N/A,N/A,Namco Bandai,23rd Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Produce!,Pacapaca Passion,N/A,N/A,N/A,N/A,N/A,Kemco,25th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Produce!,Pacapaca Passion 2,N/A,N/A,N/A,N/A,N/A,Kemco,13th Apr 11,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,PachiPara 16: Gingira Paradise 2,N/A,N/A,N/A,N/A,N/A,Irem Software Engineering,25th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,Irem Software Engineering,PachiPara 17: Shinkai Monogatari with Agnes Ram,N/A,N/A,N/A,N/A,N/A,Irem Software Engineering,24th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Gameshastra Inc.,Pachisi,N/A,N/A,N/A,N/A,N/A,Gamehastra,17th Dec 09,N/A,N/A,N/A,N/A
PSN,N/A,Idol Minds Digital,PAIN,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,29th Nov 07,N/A,N/A,N/A,N/A
PSN,N/A,Idol Minds,PAIN: Amusement Park,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,11th Sep 08,N/A,N/A,N/A,N/A
PSN,N/A,Playstos Entertainment,Pallurikio,N/A,N/A,N/A,N/A,N/A,Playstos Entertainment,15th Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,TikGames,Panda Craze,N/A,N/A,N/A,N/A,N/A,TikGames,14th Sep 10,N/A,N/A,N/A,N/A
PSN,N/A,Toys for Bob,Pandemonium!,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,08th Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Pandora Box,Pandora Max Series Vol. 6: Oni Zero ~Fukkatsu~,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Bloober Team,Paper Wars: Cannon Fodder,N/A,N/A,N/A,N/A,N/A,Unknown,22nd Feb 11,N/A,N/A,N/A,7.3
PSN,N/A,"Minority, Inc.",Papo & Yo,N/A,21st Apr 19,N/A,N/A,N/A,"Minority, Inc.",14th Aug 12,N/A,N/A,N/A,7.2
PSN,N/A,epics,PaRappa the Rapper,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,28th Jul 08,N/A,N/A,N/A,N/A
PSN,7.9,SquareSoft,Parasite Eve,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,15th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,SquareSoft,Parasite Eve II,N/A,N/A,N/A,N/A,N/A,Square Enix,23rd Aug 11,N/A,N/A,N/A,N/A
PSN,8.7,Pyramid/JAPAN Studio,Patapon,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,02nd Sep 09,N/A,N/A,N/A,N/A
PSN,8.2,Pyramid/JAPAN Studio,Patapon 2,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,06th May 09,N/A,N/A,N/A,N/A
PSN,N/A,Pyramid/JAPAN Studio,Patapon 3,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,12th Apr 11,N/A,N/A,N/A,N/A
PSN,8.3,Acquire,Patchwork Heroes,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,18th Mar 10,N/A,N/A,N/A,7.5
PSN,7.1,Overkill Software,Payday: The Heist,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,18th Oct 11,N/A,N/A,N/A,7.5
PSN,N/A,Cave,Peak Performance,N/A,N/A,N/A,N/A,N/A,Atlus,10th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,PopCap Games,Peggle,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,19th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,PopCap Games,Peggle (PSP),N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,16th Nov 10,N/A,N/A,N/A,N/A
PSN,N/A,PopCap Games,Peggle Nights,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,19th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Hothead Games,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode One,N/A,N/A,N/A,N/A,N/A,Hothead Games,23rd Oct 08,N/A,N/A,N/A,N/A
PSN,N/A,Hothead Games,Penny Arcade Adventures: On the Rain-Slick Precipice of Darkness Episode Two,N/A,N/A,N/A,N/A,N/A,Hothead Games,30th Oct 08,N/A,N/A,N/A,N/A
PSN,N/A,Gray Matter Inc.,Perfect Weapon,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,25th Mar 10,N/A,N/A,N/A,N/A
PSN,N/A,Mahou,Pet Pet Pet,N/A,N/A,N/A,N/A,N/A,Mahou,26th Jan 11,N/A,N/A,N/A,N/A
PSN,6,Phoenix Games Studio,Peter Jackson's King Kong: The Official Game of the Movie,N/A,N/A,N/A,N/A,N/A,Ubisoft,23rd Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Doki Denki,Peter Pan in Disney's Return to Never Land,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,08th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Osaka Studio,Petz Dogz Family,N/A,N/A,N/A,N/A,N/A,Ubisoft,28th Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft,Petz: Hamsterz Bunch,N/A,N/A,N/A,N/A,N/A,Ubisoft,28th Oct 09,N/A,N/A,N/A,N/A
PSN,N/A,Ubisoft,Petz: Saddle Club,N/A,N/A,N/A,N/A,N/A,Ubisoft,28th Oct 09,N/A,N/A,N/A,N/A
PSN,7.4,Alfa System,Phantasy Star Portable 2,N/A,N/A,N/A,N/A,N/A,Sega,14th Sep 10,N/A,N/A,N/A,N/A
PSN,N/A,Alfa System,Phantasy Star Portable 2: Infinity,N/A,N/A,N/A,N/A,N/A,Sega,24th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Nippon Ichi Software,Phantom Brave: The Hermuda Triangle,N/A,N/A,N/A,N/A,N/A,NIS America,08th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Nippon Ichi Software,Phantom Kingdom Portable,N/A,N/A,N/A,N/A,N/A,Nippon Ichi Software,06th Oct 11,N/A,N/A,N/A,N/A
PSN,N/A,G Artist,Philosoma,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,26th Apr 07,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,Pile Up Bakery,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,Pile Up! Bakery,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,Rebellion Developments,Pinball Dreams,N/A,N/A,N/A,N/A,N/A,Cowboy Rodeo,28th Jan 10,N/A,N/A,N/A,N/A
PSN,N/A,Sony Computer Entertainment America,Pinball Duel,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,29th Apr 10,N/A,N/A,N/A,N/A
PSN,N/A,Cowboy Rodeo,Pinball Fantasies,N/A,N/A,N/A,N/A,N/A,Cowboy Rodeo,23rd Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Crave Entertainment,Pinball Hall of Fame: The Gottlieb Collection,N/A,N/A,N/A,N/A,N/A,Crave Entertainment,30th Sep 09,N/A,N/A,N/A,N/A
PSN,7,FarSight Studios,Pinball Hall of Fame: The Williams Collection,N/A,N/A,N/A,N/A,N/A,System 3 Arcade Software,09th Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,SCE San Diego Studio,Pinball Heroes: High Velocity Bowling,N/A,04th Dec 18,N/A,N/A,N/A,Sony Computer Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,SCE San Diego Studio,Pinball Heroes: Hot Shots Golf,N/A,04th Dec 18,N/A,N/A,N/A,Sony Computer Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,SCE San Diego Studio,Pinball Heroes: Pain Downtown,N/A,04th Dec 18,N/A,N/A,N/A,Sony Computer Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,SCE San Diego Studio,Pinball Heroes: Uncharted,N/A,04th Dec 18,N/A,N/A,N/A,Sony Computer Entertainment,11th Nov 09,N/A,N/A,N/A,N/A
PSN,N/A,Creat Studios,Pinballistik,N/A,N/A,N/A,N/A,N/A,Creat Studio,01st Nov 11,N/A,N/A,N/A,N/A
PSN,N/A,Ayeware AB,Pipe Madness,N/A,N/A,N/A,N/A,N/A,Unknown,04th Jan 11,N/A,N/A,N/A,N/A
PSN,N/A,Empire Interactive,Pipe Mania,N/A,N/A,N/A,N/A,N/A,Empire Interactive,24th Dec 08,N/A,N/A,N/A,N/A
PSN,N/A,Eurocom,Pirates of the Caribbean: At World's End,N/A,N/A,N/A,N/A,N/A,Disney Interactive Studios,03rd Sep 09,N/A,N/A,N/A,N/A
PSN,N/A,Griptonite,Pirates of the Caribbean: Dead Man's Chest,N/A,N/A,N/A,N/A,N/A,Disney Interactive Studios,06th Aug 09,N/A,N/A,N/A,N/A
PSN,N/A,Bulkypix,Pix'n Love Rush,N/A,N/A,N/A,N/A,N/A,Sanuk Games,01st Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Q-Games,PixelJunk 4am,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,7.9,Q-Games,PixelJunk Eden,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,31st Jul 08,N/A,N/A,N/A,8.7
PSN,8.4,Q-Games,PixelJunk Monsters,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,24th Jan 08,N/A,N/A,N/A,8.6
PSN,8.7,Q-Games,PixelJunk Monsters Deluxe,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,01st Oct 09,N/A,N/A,N/A,8.9
PSN,5.9,Q-Games,PixelJunk Racers,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,13th Sep 07,N/A,N/A,N/A,N/A
PSN,6.6,Q-Games,PixelJunk Racers: 2nd Lap,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,24th Aug 10,N/A,N/A,N/A,N/A
PSN,8.5,Q-Games,PixelJunk Shooter,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,10th Dec 09,N/A,N/A,N/A,8.6
PSN,8,Q-Games,PixelJunk Shooter 2,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,01st Mar 11,N/A,N/A,N/A,8.7
PSN,9,Q-Games,PixelJunk SideScroller,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,25th Oct 11,N/A,N/A,N/A,7.5
PSN,N/A,SCE Japan Studio,Piyotama,N/A,17th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,09th Aug 07,N/A,N/A,N/A,N/A
PSN,N/A,SCE Japan Studio,Piyotama (PSP),N/A,17th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,27th Jul 10,N/A,N/A,N/A,N/A
PSN,N/A,Beatnik Games,Plain Sight,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Visceral Games,Planet Cracker,N/A,N/A,N/A,N/A,N/A,Unknown,N/A,N/A,N/A,N/A,N/A
PSN,N/A,Zen Studios,Planet Minigolf,N/A,N/A,N/A,N/A,N/A,Zen Studios,01st Jun 10,N/A,N/A,N/A,N/A
PSN,N/A,Key,Planetarian: Chiisana Hoshi no Yume,N/A,N/A,N/A,N/A,N/A,Prototype,24th Aug 09,N/A,N/A,N/A,N/A
PSN,N/A,PopCap Games,Plants vs. Zombies,N/A,N/A,N/A,N/A,N/A,Sony Online Entertainment,08th Feb 11,N/A,N/A,N/A,N/A
PSN,N/A,Squashy Software,Platypus,N/A,N/A,N/A,N/A,N/A,Mumbo Jumbo,25th Mar 09,N/A,N/A,N/A,N/A
PSN,N/A,SCEE London Studio,PlayStation Home,N/A,03rd Dec 18,N/A,N/A,N/A,Sony Computer Entertainment,11th Dec 08,N/A,N/A,N/A,N/A
PSN,3.5,SCE Japan Studio,PlayStation Move Ape Escape,N/A,17th Sep 18,N/A,N/A,N/A,Sony Computer Entertainment,05th Jul 11,N/A,N/A,N/A,N/A
PSN,N/A,Nihilistic Software,PlayStation Move Heroes,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,22nd Mar 11,N/A,N/A,N/A,N/A
PSN,N/A,Capcom,Pocket Fighter,N/A,N/A,N/A,N/A,N/A,Sony Computer Entertainment,08th Feb 11,N/A,N/A,N/A,N/A
